127.76	34	1.22
38.52	44	0.77
11.45	3	1.37
97.20	42	0.54
42.18	10	0.75
114.93	9	1.38
147.66	37	0.84
82.85	7	1.29
138.38	47	0.97
139.23	33	0.65
96.09	15	0.75
103.35	42	0.71
83.36	34	1.26
21.63	6	0.68
152.00	5	1.17
165.96	21	0.59
167.12	56	1.40
61.55	32	1.31
45.00	39	0.59
105.52	49	0.62
63.84	24	0.67
20.19	9	1.31
79.61	26	1.12
93.09	29	0.66
73.27	48	0.64
51.61	27	0.89
165.09	2	1.37
63.63	55	0.95
140.55	6	1.08
14.65	58	1.23
72.32	3	1.30
132.84	35	0.98
86.28	9	0.95
64.11	23	0.92
8.79	9	0.99
83.41	1	1.10
107.37	1	0.94
45.56	29	0.72
17.23	3	1.43
114.35	5	1.28
40.27	17	1.04
11.68	14	1.38
98.93	38	1.08
129.27	13	0.73
10.35	12	0.61
79.05	40	1.30
26.43	34	1.06
114.02	4	1.14
38.43	51	1.06
54.59	9	1.48
119.97	12	0.67
153.87	31	1.06
2.24	37	1.31
85.16	13	0.98
22.46	29	1.42
17.79	12	0.94
134.52	59	1.27
113.94	9	0.71
20.42	28	0.61
26.09	5	1.23
42.87	17	1.26
74.55	37	0.94
171.33	48	0.51
56.27	44	1.04
66.35	5	0.92
151.14	3	1.00
14.53	10	0.58
84.69	3	1.11
150.48	12	0.72
49.79	56	0.53
111.50	47	0.97
2.41	8	0.65
63.42	17	1.12
80.66	8	1.40
72.91	60	0.62
10.18	19	1.07
54.18	6	1.24
148.47	30	0.79
113.38	1	0.58
47.02	24	1.04
25.19	2	1.36
155.39	24	1.16
103.73	13	0.51
23.19	56	0.57
81.29	37	1.22
120.82	56	0.54
163.23	40	1.21
150.05	33	1.41
110.79	8	1.46
130.39	14	1.05
1.70	44	0.90
0.64	11	0.74
154.43	44	0.93
70.40	40	1.24
25.22	60	1.41
106.05	5	0.77
31.01	25	1.09
8.10	5	1.21
106.41	9	0.53
154.96	16	0.70
124.73	45	1.39
111.69	3	1.11
153.93	11	1.08
46.69	35	0.60
140.16	43	1.49
168.00	43	1.03
59.16	8	0.57
96.81	4	1.36
42.21	23	0.81
89.82	9	0.83
26.69	48	1.07
55.98	5	1.33
49.46	45	0.60
103.16	49	0.78
96.89	2	1.05
172.25	16	0.82
68.91	5	1.22
29.98	36	0.94
84.02	3	0.71
130.48	12	1.38
112.52	40	1.24
0.15	14	1.49
135.46	21	0.53
7.30	26	1.02
70.07	28	0.83
82.52	41	1.17
56.32	1	0.79
152.57	6	1.33
64.66	11	0.65
7.62	3	1.41
95.18	30	0.95
117.20	7	0.87
157.86	5	1.28
0.00	58	0.93
112.94	7	0.54
103.22	14	0.90
169.44	10	1.17
81.91	44	0.57
131.22	39	1.10
129.08	38	1.21
4.51	17	0.71
49.38	6	1.36
107.79	6	0.92
46.81	32	1.14
84.05	1	1.28
14.44	29	0.97
43.50	23	1.35
128.80	3	0.97
22.97	35	0.74
137.73	37	0.84
125.61	38	0.65
149.87	8	1.08
164.40	29	0.87
134.73	10	1.08
162.15	22	0.84
56.63	2	0.96
163.82	12	1.20
124.25	60	0.58
105.98	7	1.27
168.96	8	0.79
21.00	12	1.34
42.63	7	0.86
101.97	56	0.78
93.41	9	1.21
151.29	2	0.60
21.17	45	1.44
33.00	11	1.07
124.37	53	1.11
39.26	9	1.40
97.79	2	0.87
4.44	15	0.66
143.46	58	1.12
138.45	1	0.61
18.05	7	0.73
163.70	4	1.00
42.33	27	0.94
9.36	33	0.53
27.39	27	0.94
26.44	38	0.65
116.89	3	0.75
83.72	20	0.79
26.40	49	1.33
16.36	7	0.62
129.96	44	1.12
24.75	8	1.27
95.85	55	1.15
10.13	6	1.35
96.82	12	0.82
100.32	32	1.34
20.56	5	1.13
114.36	49	1.14
24.49	28	1.30
102.96	16	0.73
140.66	43	0.60
13.35	9	0.86
25.69	12	1.10
8.90	40	0.65
117.02	8	1.31
113.58	44	1.06
18.38	45	1.18
19.24	4	0.69
144.66	55	0.51
42.27	27	0.86
152.13	12	1.38
172.39	12	1.37
93.27	5	0.74
5.68	8	1.36
78.87	38	0.58
159.33	12	1.38
13.20	55	1.20
118.53	34	0.78
91.27	31	1.33
8.12	7	1.08
159.11	12	0.55
109.65	6	1.25
107.01	3	0.62
21.72	44	0.59
148.70	21	0.62
95.58	4	0.51
112.56	19	0.83
165.36	56	1.31
97.08	4	1.19
67.20	51	0.97
34.69	9	1.07
10.89	57	0.61
119.98	6	1.03
134.54	57	1.47
151.38	4	0.93
109.41	13	1.11
167.93	54	1.03
116.40	5	1.49
7.10	27	0.97
1.77	36	0.54
19.46	4	1.43
43.34	39	0.86
169.61	51	0.98
33.30	59	0.75
145.46	10	0.77
53.76	10	1.00
165.18	52	1.05
29.72	4	1.32
150.46	9	1.45
89.00	29	0.61
144.73	30	1.45
151.53	3	0.91
86.27	23	1.50
105.87	44	1.18
32.96	2	0.51
39.98	46	0.77
